2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
#,YYMMDDHHMI,STN,WD,WS,GST,GST,GST,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN,RN,RN,SD,SD,SD,WC,WP,WW,CA,CA,CH,CT,CT,CT,CT,VS,SS,SI,ST,TS,TE,TE,TE,TE,ST,WH,BF,IR,IX
#,KST,ID,16,m/s,WD,WS,TM,hPa,hPa,-,hPa,C,C,%,hPa,mm,DAY,JUN,INT,HR3,DAY,TOT,--,--,----------------------,TOT,MID,MIN,--------,TOP,MID,LOW,GD,C,5,10,20,30,SEA,m,--,-,-
20250701-1600,259,23,2.8,-9,-9.0,-9,1011.5,1013.3,-9,-9.0,32.0,25.5,69.0,32.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,1,9,-,-9,-9,-9,2466,0.8,2.38,-9,38.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,260,14,2.1,-9,-9.0,-9,1008.1,1013.0,-9,-9.0,30.9,25.9,75.0,33.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,3,9,-,-9,-9,-9,3288,0.6,-9.00,-9,41.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,261,18,3.8,-9,-9.0,-9,1011.9,1013.7,-9,-9.0,31.8,25.6,70.0,32.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,7,-,-9,-9,-9,5000,1.0,-9.00,-9,52.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,262,18,2.9,-9,-9.0,-9,1007.4,1013.2,-9,-9.0,32.5,23.9,61.0,29.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,-,-9,-9,-9,4742,0.9,2.30,-9,45.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,263,23,3.8,-9,-9.0,-9,1010.3,1011.9,-9,-9.0,33.0,23.0,56.0,28.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,3,4,-,-9,-9,-9,4445,0.9,2.48,-9,47.0,42.3,35.5,29.2,28.1,-9,-9.0,-9,3,2
20250701-1600,264,25,2.3,-9,-9.0,-9,995.0,1011.8,-9,-9.0,33.1,24.0,59.0,29.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,2,4,-,-9,-9,-9,5000,0.7,2.20,-9,40.3,37.5,34.0,30.4,29.0,-9,-9.0,-9,3,-9
20250701-1600,266,16,1.9,-9,-9.0,-9,1003.5,1013.3,-9,-9.0,32.3,25.8,69.0,33.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,2,-,-9,-9,-9,3976,0.7,2.43,-9,43.4,38.4,36.7,32.4,29.2,-9,-9.0,-9,3,-9
20250701-1600,268,18,3.1,-9,-9.0,-9,1011.7,1012.8,-9,-9.0,29.6,25.3,78.0,32.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,5,-,-9,-9,-9,4362,0.5,-9.00,-9,38.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,271,29,1.6,-9,-9.0,-9,975.7,1011.4,-9,-9.0,31.1,23.4,64.0,28.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,5,12,-,-9,-9,-9,4618,0.1,-9.00,-9,37.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,272,29,2.2,-9,-9.0,-9,988.1,1011.5,-9,-9.0,31.2,23.3,63.0,28.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,6,13,-,-9,-9,-9,4889,0.7,-9.00,-9,41.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,273,29,1.4,-9,-9.0,-9,992.1,1011.3,-9,-9.0,31.6,24.7,67.0,31.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,4,14,-,-9,-9,-9,-9,0.2,-9.00,-9,40.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,276,29,2.6,-9,-9.0,-9,987.6,1010.4,-9,-9.0,34.7,23.3,52.0,28.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,5,4,-,-9,-9,-9,4556,0.5,1.62,-9,44.5,34.1,32.0,29.5,27.6,-9,-9.0,-9,3,-9
20250701-1600,277,16,2.7,-9,-9.0,-9,1006.7,1011.3,-9,-9.0,31.4,22.6,60.0,27.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,3,1,19,-,-9,-9,-9,4835,0.8,-9.00,-9,44.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,-9,-9
20250701-1600,278,23,1.8,-9,-9.0,-9,1001.4,1010.4,-9,-9.0,34.8,23.8,53.0,29.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,3,1,15,-,-9,-9,-9,5000,0.9,-9.00,-9,48.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,279,29,1.6,-9,-9.0,-9,1005.2,1010.6,-9,-9.0,35.3,22.9,49.0,27.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,4,14,-,-9,-9,-9,5000,0.7,2.13,-9,51.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,281,29,2.2,-9,-9.0,-9,1001.2,1011.8,-9,-9.0,33.5,21.9,51.0,26.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,3,3,15,-,-9,-9,-9,5000,0.7,-9.00,-9,40.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,283,27,3.0,-9,-9.0,-9,-9.0,-9.0,-9,-9.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,2,7,-,-9,-9,-9,-9,1.0,2.42,-9,50.3,37.4,34.1,32.6,28.1,-9,-9.0,-9,3,-9
20250701-1600,284,27,1.8,-9,-9.0,-9,985.7,1010.7,-9,-9.0,34.3,25.6,61.0,32.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,1,-9,-,-9,-9,-9,5000,0.8,2.27,-9,42.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,285,20,1.6,-9,-9.0,-9,1009.1,1012.1,-9,-9.0,34.3,24.8,58.0,31.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,5,25,-,-9,-9,-9,5000,0.7,-9.00,-9,49.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,288,23,1.9,-9,-9.0,-9,1010.1,1011.0,-9,-9.0,35.3,22.9,49.0,27.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,0,-9,-,-9,-9,-9,5000,1.0,2.33,-9,44.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,289,11,1.3,-9,-9.0,-9,997.6,1012.9,-9,-9.0,32.7,24.9,64.0,31.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,5,11,-,-9,-9,-9,5000,0.9,-9.00,-9,39.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,294,20,3.6,-9,-9.0,-9,1008.9,1014.0,-9,-9.0,29.0,24.1,75.0,30.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,0,-9,-,-9,-9,-9,3257,1.0,-9.00,-9,42.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,295,16,1.4,-9,-9.0,-9,1008.2,1013.3,-9,-9.0,31.3,25.8,73.0,33.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,5,7,-,-9,-9,-9,3955,0.9,-9.00,-9,44.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,296,18,4.2,-9,-9.0,-9,1011.8,1012.1,-9,-9.0,31.0,25.3,72.0,32.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,1,10,ScCi,1,0,5,3077,1.0,2.39,-9,36.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
#7777END
